什么是属性（Property）？,属性用于对外提供数据的访问接口，可以包含get和set访问器，能添加业务逻辑控制数据的读写。
属性相比字段有什么优势？,属性可以控制读写权限（如只读），可以在赋值时验证数据合法性，且支持数据绑定（如在DataGridView中显示）。
什么是构造方法（Constructor）？,构造方法是在创建对象时自动调用的特殊方法，用于初始化对象的成员。
构造方法的命名规则是什么？,构造方法名称必须与类名完全一致，且没有返回值类型。
什么是方法重载（Overloading）？,方法重载是指在同一个类中，方法名相同但参数列表（类型或个数）不同的多个方法。
this关键字的作用是什么？,this代表当前对象的实例，常用于区分成员变量和局部变量，或在构造方法间相互调用。
什么是静态成员（static）？,静态成员属于类本身，不依赖于对象实例，通过类名直接调用，常用于工具类或全局共享数据。
静态方法能直接访问实例成员吗？,不能，静态方法没有实例上下文，必须通过创建对象实例来访问非静态成员。
什么是垃圾回收（GC）？,GC是.NET的内存管理机制，自动监测并释放不再使用的对象占用的内存，防止内存泄漏。
什么是WinForms？,WinForms是.NET用于开发Windows桌面应用程序（C/S架构）的技术框架。
上位机开发中C/S架构是什么意思？,C/S指Client/Server（客户端/服务器）架构，上位机软件通常作为客户端运行在PC上，与下位机通信。
partial关键字在WinForms中的作用？,partial用于定义部分类，WinForms将用户编写的代码和设计器自动生成的代码分放在两个文件中，便于管理。
InitializeComponent()方法的作用？,该方法由设计器自动生成，用于初始化窗体上的控件及其属性，在窗体构造函数中被调用。
什么是事件驱动机制？,程序的执行流程由用户的操作（如点击按钮）触发相应的事件处理方法来控制，而非顺序执行。
如何为按钮添加点击事件？,在设计器中双击按钮，或在属性窗口的事件列表中双击Click事件，即可生成事件处理方法。
事件处理方法中sender参数代表什么？,sender代表触发该事件的控件对象（如被点击的按钮本身）。
窗体的Show()和ShowDialog()有什么区别？,Show()非模态显示，不阻塞调用窗口；ShowDialog()模态显示，必须关闭当前窗口才能操作其他窗口。
如何在窗体关闭前进行确认提示？,处理窗体的FormClosing事件，弹出对话框询问用户，若用户取消则设置e.Cancel = true。
TextBox控件的主要作用是什么？,用于接收用户输入的文本信息或显示文本。
Label控件的主要作用是什么？,用于在界面上显示说明性文本，通常不接受用户输入。
ComboBox控件的DropDownStyle属性设为DropDownList有什么作用？,限制用户只能从下拉列表中选择，禁止手动输入内容。
DataGridView控件的作用是什么？,用于以表格形式显示和编辑数据，是上位机开发中展示列表数据的核心控件。
DataGridView如何禁止自动生成列？,将AutoGenerateColumns属性设置为false，然后手动添加和配置需要的列。
DataGridView绑定的数据源通常是什么类型？,通常是List<T>泛型集合或DataTable，将对象列表直接赋值给DataSource属性。
Timer控件在上位机开发中常用于什么？,用于定时触发事件，如定时读取PLC数据、刷新界面状态等。
CheckBox和RadioButton的区别？,CheckBox是复选框，支持多选；RadioButton是单选按钮，同一组内只能选中一个。
GroupBox控件的作用？,用于对控件进行逻辑分组和布局，常用于区分不同的功能区域。
PasswordChar属性在TextBox中有什么用？,设置该属性（如'*'）可隐藏输入内容，常用于密码输入框。
如何获取OpenFileDialog选择的文件路径？,调用ShowDialog()后判断结果，通过FileName属性获取选中文件的完整路径。
什么是上位机？,上位机通常指可以直接发出操控命令的计算机（PC），用于监控和控制下位机（如PLC、仪表）。
上位机与下位机通信常用的物理接口有哪些？,串口（RS232/RS485）、网口（Ethernet/RJ45）。
常见的工业通信协议有哪些？,Modbus (RTU/TCP), TCP/IP, OPC UA, Siemens S7, FINs等。
Modbus RTU通常基于什么接口传输？,串口（Serial Port）。
Modbus TCP通常基于什么接口传输？,以太网口（Network Port）。
为什么要使用转换（Convert）或解析（Parse）？,上位机接收到的原始数据（如字节数组）往往需要转换为具体数值（如温度、压力）才能显示或处理。
什么是字节（Byte）和位（Bit）？,1 Byte = 8 Bits。位是最小单位（0或1），字节是数据存储的基本单位。
十六进制（Hex）在工控中的应用？,常用十六进制查看和调试底层通信数据帧，因为它比二进制更紧凑易读。
int和short在C#中各占多少字节？,int占4字节（32位），short占2字节（16位）。
什么是大小端模式（Endianness）？,指多字节数据在内存中的存储顺序，解析PLC数据时需注意高低字节顺序是否一致。
串口通信中的波特率是什么？,表示数据传输的速度，通信双方必须设置相同的波特率才能正常通讯。
什么是UI线程和工作线程？,UI线程负责界面响应，耗时操作（如读写PLC）应在工作线程执行，避免卡死界面。
Control.CheckForIllegalCrossThreadCalls = false; 的作用？,临时允许跨线程访问控件（不推荐），规范做法是使用Invoke/BeginInvoke。
Log日志在上位机软件中的重要性？,用于记录系统运行状态、报警信息和操作记录，便于故障排查和追溯。
配置文件（如App.config）通常存储什么信息？,存储数据库连接字符串、串口参数、IP地址等可配置的系统参数。
什么是委托（Delegate）？,委托是类型安全的函数指针，用于定义方法签名，常用于事件处理和回调。
异常处理（try-catch）的作用？,捕获并处理程序运行时的错误，防止程序因未处理的异常而崩溃。
finally块的作用是什么？,无论是否发生异常，finally块中的代码都会执行，常用于释放资源（如关闭文件、数据库连接）。
什么是ORM（对象关系映射）？,将数据库表映射为C#类，通过操作对象来操作数据库，简化数据访问层代码。
WinForms中Tag属性的妙用？,Tag属性是object类型，可以存储任意附加数据，常用于绑定与控件关联的业务对象。
如何实现下拉框（ComboBox）的键值对绑定？,设置DataSource为对象列表，DisplayMember设为显示属性名，ValueMember设为值属性名。
MessageBox.Show()的返回值类型是什么？,DialogResult枚举，用于判断用户点击了哪个按钮（如Yes/No/OK/Cancel）。
什么是枚举（Enum）？,一种值类型，包含一组命名的整型常量，用于定义状态、类型等有限集合，提高代码可读性。
const和readonly的区别？,const是编译时常量，必须在声明时赋值；readonly是运行时常量，可以在构造函数中赋值。
如何将字符串'123'转换为整数？,int.Parse('123') 或 Convert.ToInt32('123')，安全起见可用 int.TryParse。
DateTime.Now的作用？,获取当前系统的日期和时间。
字符串是不可变的吗？,是的，对字符串的修改实际上是创建了新的字符串对象。
什么是面向对象的三大特性？,封装、继承、多态。
封装的主要目的是什么？,隐藏内部实现细节，仅对外暴露必要接口，提高安全性和可维护性。
继承的主要好处是什么？,代码复用，子类可以拥有父类的属性和方法，并进行扩展。
什么是接口（Interface）？,定义了一组行为规范（方法签名），不包含实现，类实现接口必须实现其所有成员。
抽象类（Abstract Class）和接口的区别？,抽象类可以包含实现代码和字段，接口只能包含定义；类只能继承一个父类，但可实现多个接口。
什么是序列化？,将对象转换为字节流（或XML/JSON）以便存储或传输的过程。
List<T>.Where()方法的作用？,使用LINQ查询，筛选出满足条件的元素集合。
如何彻底退出WinForms应用程序？,Application.Exit() 或 Environment.Exit(0)。
